Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NR,HP,1517,3.0,26.8,2018-02-01
SR,Telangana,9321,0.0,182.4,2018-02-01
NR,J&K,2158,540.0,44.7,2018-02-01
WR,Chhattisgarh,3390,0.0,73.8,2018-02-01
NER,Tripura,227,1.0,3.8,2018-02-01
WR,MP,9880,0.0,215.7,2018-02-01
WR,Maharashtra,20532,0.0,419.0,2018-02-01
WR,Goa,435,0.0,10.0,2018-02-01
WR,DD,317,0.0,7.1,2018-02-01
WR,Essar steel,493,0.0,9.6,2018-02-01
NR,Chandigarh,218,0.0,3.5,2018-02-01
WR,Gujarat,13995,0.0,302.2,2018-02-01
NER,Tripura,229,9.0,3.8,2019-02-01
WR,Essar steel,531,0.0,11.0,2019-02-01
SR,Karnataka,11646,0.0,217.6,2019-02-01
SR,Kerala,3541,0.0,70.6,2019-02-01
SR,Tamil Nadu,14262,0.0,302.2,2019-02-01
SR,Pondy,365,0.0,7.1,2019-02-01
ER,Bihar,4142,0.0,73.3,2019-02-01
ER,DVC,2998,0.0,63.9,2019-02-01
SR,Telangana,8543,0.0,167.8,2019-02-01
ER,Jharkhand,1141,0.0,24.8,2019-02-01
ER,West Bengal,6871,0.0,132.4,2019-02-01
ER,Sikkim,99,0.0,1.5,2019-02-01
NER,Arunachal Pradesh,124,3.0,2.2,2019-02-01
NER,Assam,1405,23.0,23.8,2019-02-01
NER,Nagaland,112,2.0,2.2,2019-02-01
NER,Mizoram,104,4.0,1.8,2019-02-01
ER,Odisha,3907,0.0,73.5,2019-02-01
SR,Andhra Pradesh,7546,0.0,159.5,2019-02-01
NER,Meghalaya,368,2.0,6.3,2019-02-01
WR,DNH,743,0.0,17.6,2019-02-01
NR,Punjab,5508,0.0,109.5,2019-02-01
NR,Haryana,6716,86.0,125.1,2019-02-01
NR,Rajasthan,12406,0.0,236.6,2019-02-01
NR,Delhi,4284,0.0,71.3,2019-02-01
NR,UP,13697,0.0,268.0,2019-02-01
NR,Uttarakhand,2182,0.0,35.7,2019-02-01
NR,HP,1639,0.0,30.4,2019-02-01
NR,J&K,2427,607.0,42.9,2019-02-01
NR,Chandigarh,260,0.0,3.9,2019-02-01
WR,Chhattisgarh,3602,0.0,78.8,2019-02-01
WR,Gujarat,15170,0.0,322.6,2019-02-01
WR,MP,13189,0.0,237.1,2019-02-01
WR,Maharashtra,19506,0.0,399.3,2019-02-01
WR,Goa,452,0.0,11.5,2019-02-01
WR,DD,310,0.0,7.0,2019-02-01
NER,Manipur,204,6.0,2.7,2019-02-01
NR,Rajasthan,13796,0.0,243.7,2020-02-01
NER,Nagaland,129,2.0,2.1,2020-02-01
NER,Mizoram,109,1.0,1.7,2020-02-01
NR,Delhi,4006,0.0,68.0,2020-02-01
NR,UP,15176,545.0,276.9,2020-02-01
NR,Uttarakhand,2100,0.0,39.2,2020-02-01
NR,HP,1742,0.0,30.8,2020-02-01
NR,J&K(UT) and Ladakh(UT),2603,651.0,51.1,2020-02-01
NR,Chandigarh,245,0.0,4.0,2020-02-01
NR,Punjab,5804,0.0,111.6,2020-02-01
WR,Gujarat,15562,0.0,324.0,2020-02-01
WR,MP,14444,0.0,264.8,2020-02-01
WR,Maharashtra,21830,0.0,443.4,2020-02-01
WR,Goa,534,0.0,10.6,2020-02-01
WR,DD,309,0.0,7.0,2020-02-01
WR,DNH,766,0.0,17.8,2020-02-01
WR,Essar steel,667,0.0,5.8,2020-02-01
NR,Haryana,6291,0.0,124.7,2020-02-01
SR,Andhra Pradesh,9299,0.0,188.6,2020-02-01
SR,Karnataka,12311,0.0,233.8,2020-02-01
SR,Kerala,3585,0.0,73.7,2020-02-01
SR,Tamil Nadu,14246,0.0,306.3,2020-02-01
SR,Pondy,365,0.0,7.6,2020-02-01
ER,Bihar,4212,0.0,76.8,2020-02-01
ER,DVC,2924,0.0,63.3,2020-02-01
ER,Jharkhand,1233,0.0,24.1,2020-02-01
ER,Odisha,3810,0.0,70.1,2020-02-01
ER,West Bengal,6224,0.0,119.8,2020-02-01
ER,Sikkim,136,0.0,2.1,2020-02-01
NER,Arunachal Pradesh,125,1.0,2.2,2020-02-01
NER,Assam,1345,16.0,23.0,2020-02-01
NER,Manipur,215,1.0,2.6,2020-02-01
NER,Meghalaya,372,0.0,6.6,2020-02-01
SR,Telangana,10994,0.0,210.8,2020-02-01
WR,Chhattisgarh,3792,0.0,80.8,2020-02-01
NER,Tripura,244,1.0,4.0,2020-02-01
SR,Kerala,3685,0.0,74.0,2021-02-01
WR,AMNSIL,907,0.0,19.8,2021-02-01
WR,DNH,825,0.0,19.1,2021-02-01
WR,DD,330,0.0,7.1,2021-02-01
WR,Goa,508,0.0,10.3,2021-02-01
WR,MP,14833,0.0,285.0,2021-02-01
WR,Gujarat,16884,0.0,348.7,2021-02-01
SR,Andhra Pradesh,9638,0.0,184.1,2021-02-01
WR,Chhattisgarh,4182,0.0,89.6,2021-02-01
NR,J&K(UT) & Ladakh(UT),2639,0.0,55.6,2021-02-01
NR,HP,1824,0.0,32.0,2021-02-01
NR,Uttarakhand,2340,0.0,41.9,2021-02-01
NR,UP,18308,0.0,312.5,2021-02-01
NR,Delhi,4385,0.0,69.7,2021-02-01
NR,Rajasthan,14122,0.0,266.1,2021-02-01
NR,Chandigarh,243,0.0,3.8,2021-02-01
NR,Haryana,7245,0.0,139.3,2021-02-01
SR,Telangana,12839,0.0,245.0,2021-02-01
SR,Tamil Nadu,13677,0.0,286.0,2021-02-01
NER,Tripura,221,2.0,3.8,2021-02-01
NER,Nagaland,140,2.0,2.0,2021-02-01
NER,Mizoram,133,3.0,1.6,2021-02-01
NER,Meghalaya,395,0.0,6.6,2021-02-01
NER,Manipur,243,2.0,2.7,2021-02-01
NER,Assam,1421,14.0,24.2,2021-02-01
SR,Karnataka,12297,0.0,232.0,2021-02-01
NER,Arunachal Pradesh,148,2.0,2.3,2021-02-01
ER,West Bengal,6877,0.0,126.8,2021-02-01
ER,Odisha,3928,0.0,74.4,2021-02-01
ER,Jharkhand,1410,0.0,26.3,2021-02-01
ER,DVC,3066,0.0,67.7,2021-02-01
ER,Bihar,5282,0.0,93.3,2021-02-01
SR,Puducherry,364,0.0,7.5,2021-02-01
ER,Sikkim,123,0.0,1.7,2021-02-01
NR,Punjab,7194,0.0,140.6,2021-02-01
WR,Maharashtra,23882,0.0,476.5,2021-02-01
WR,Maharashtra,25355,0.0,507.9,2022-02-01
WR,AMNSIL,802,0.0,16.8,2022-02-01
WR,DNH,819,0.0,19.0,2022-02-01
WR,DD,331,0.0,7.4,2022-02-01
WR,Goa,583,0.0,11.7,2022-02-01
WR,MP,15252,0.0,295.7,2022-02-01
WR,Gujarat,16709,0.0,359.6,2022-02-01
WR,Chhattisgarh,4284,0.0,90.6,2022-02-01
SR,Telangana,11544,0.0,212.7,2022-02-01
NR,Chandigarh,240,0.0,3.8,2022-02-01
NR,HP,1885,0.0,33.0,2022-02-01
NR,Uttarakhand,2229,150.0,40.5,2022-02-01
NR,UP,18744,0.0,325.1,2022-02-01
NR,Delhi,4572,0.0,73.5,2022-02-01
NR,Rajasthan,15471,0.0,275.8,2022-02-01
NR,Haryana,6418,0.0,125.9,2022-02-01
NR,Punjab,6865,0.0,123.8,2022-02-01
NR,J&K(UT) & Ladakh(UT),3026,300.0,56.3,2022-02-01
SR,Karnataka,13065,0.0,241.4,2022-02-01
SR,Andhra Pradesh,10095,0.0,190.9,2022-02-01
SR,Kerala,3937,0.0,81.0,2022-02-01
NER,Manipur,256,0.0,3.6,2022-02-01
NER,Meghalaya,404,0.0,7.7,2022-02-01
NER,Mizoram,139,0.0,2.0,2022-02-01
NER,Nagaland,152,0.0,2.3,2022-02-01
NER,Tripura,234,0.0,3.7,2022-02-01
NER,Assam,1362,0.0,25.1,2022-02-01
ER,Sikkim,118,0.0,2.1,2022-02-01
ER,West Bengal,6697,0.0,125.4,2022-02-01
NER,Arunachal Pradesh,152,0.0,2.8,2022-02-01
ER,Jharkhand,1532,0.0,30.9,2022-02-01
ER,DVC,3351,0.0,68.3,2022-02-01
ER,Bihar,5773,0.0,89.8,2022-02-01
SR,Puducherry,373,0.0,7.7,2022-02-01
SR,Tamil Nadu,14796,0.0,316.9,2022-02-01
ER,Odisha,5396,0.0,96.0,2022-02-01
SR,Telangana,13293,0.0,238.5,2023-02-01
SR,Andhra Pradesh,11340,0.0,206.8,2023-02-01
SR,Karnataka,14664,0.0,252.0,2023-02-01
WR,BALCO,516,0.0,12.3,2023-02-01
WR,Goa,665,0.0,14.4,2023-02-01
WR,AMNSIL,787,0.0,17.5,2023-02-01
WR,DNHDDPDCL,1193,0.0,27.5,2023-02-01
WR,Maharashtra,27424,0.0,560.0,2023-02-01
NR,Rajasthan,14433,0.0,271.1,2023-02-01
WR,Gujarat,16823,0.0,360.4,2023-02-01
WR,Chhattisgarh,5100,0.0,107.2,2023-02-01
NR,Chandigarh,262,0.0,4.0,2023-02-01
NR,J&K(UT) & Ladakh(UT),2972,0.0,63.2,2023-02-01
SR,Kerala,4032,0.0,79.1,2023-02-01
NR,HP,1900,0.0,32.8,2023-02-01
NR,Delhi,4557,0.0,75.9,2023-02-01
WR,MP,14830,0.0,285.6,2023-02-01
SR,Tamil Nadu,14981,0.0,304.2,2023-02-01
NER,Tripura,232,0.0,4.0,2023-02-01
ER,Bihar,4759,73.0,86.7,2023-02-01
NR,Punjab,7608,0.0,144.1,2023-02-01
NR,Uttarakhand,2159,70.0,40.7,2023-02-01
NR,Haryana,6913,0.0,134.5,2023-02-01
NER,Nagaland,143,0.0,2.1,2023-02-01
NER,Mizoram,132,0.0,2.0,2023-02-01
NER,Meghalaya,369,0.0,7.0,2023-02-01
SR,Puducherry,399,0.0,8.5,2023-02-01
NER,Manipur,225,0.0,3.2,2023-02-01
NER,Arunachal Pradesh,148,0.0,2.5,2023-02-01
ER,Sikkim,114,0.0,1.8,2023-02-01
ER,West Bengal,7203,0.0,139.4,2023-02-01
ER,Odisha,4903,0.0,103.9,2023-02-01
ER,Jharkhand,1473,0.0,29.2,2023-02-01
ER,DVC,3502,0.0,74.5,2023-02-01
NER,Assam,1536,0.0,26.7,2023-02-01
NR,UP,17458,0.0,311.1,2023-02-01
NER,Nagaland,85,15.0,1.3,2014-03-01
NER,Mizoram,62,18.0,0.9,2014-03-01
NER,Arunachal Pradesh,99,16.0,1.3,2014-03-01
ER,Sikkim,94,0.0,1.5,2014-03-01
ER,West Bengal,6283,0.0,109.9,2014-03-01
ER,Odisha,3649,0.0,67.8,2014-03-01
ER,Jharkhand,897,0.0,18.6,2014-03-01
ER,DVC,2599,120.0,55.8,2014-03-01
ER,Bihar,1913,250.0,36.4,2014-03-01
SR,Pondy,283,0.0,5.6,2014-03-01
SR,Tamil Nadu,11597,767.0,252.3,2014-03-01
SR,Kerala,3239,150.0,64.0,2014-03-01
SR,Karnataka,8437,300.0,182.4,2014-03-01
SR,Andhra Pradesh,11618,1300.0,256.7,2014-03-01
WR,Essar steel,297,1.0,6.3,2014-03-01
WR,DNH,601,2.0,14.2,2014-03-01
WR,DD,230,1.0,5.8,2014-03-01
WR,Goa,374,1.0,7.8,2014-03-01
WR,Maharashtra,16171,113.0,332.3,2014-03-01
WR,MP,5586,21.0,109.2,2014-03-01
WR,Gujarat,10966,40.0,239.2,2014-03-01
WR,Chhattisgarh,2773,59.0,60.8,2014-03-01
NR,Chandigarh,190,0.0,3.4,2014-03-01
NR,J&K,1794,100.0,37.7,2014-03-01
NR,HP,1312,0.0,25.6,2014-03-01
NR,Uttarakhand,1520,75.0,29.5,2014-03-01
NR,UP,9634,1155.0,197.3,2014-03-01
NR,Delhi,3265,51.0,58.0,2014-03-01
NR,Rajasthan,7565,0.0,155.2,2014-03-01
NR,Haryana,4940,48.0,89.5,2014-03-01
NER,Assam,830,336.0,16.1,2014-03-01
NR,Punjab,4868,0.0,91.3,2014-03-01
NER,Tripura,173,26.0,3.3,2014-03-01
NER,Meghalaya,262,23.0,3.7,2014-03-01
NER,Manipur,101,7.0,1.5,2014-03-01
NR,J&K,1896,335.0,41.2,2015-03-01
SR,Tamil Nadu,11595,200.0,264.0,2015-03-01
SR,Pondy,281,0.0,5.7,2015-03-01
ER,Bihar,2827,125.0,54.4,2015-03-01
ER,DVC,2608,0.0,56.3,2015-03-01
ER,Jharkhand,1077,0.0,21.6,2015-03-01
ER,Odisha,3359,0.0,66.1,2015-03-01
ER,West Bengal,6535,0.0,133.3,2015-03-01
NER,Arunachal Pradesh,105,5.0,1.5,2015-03-01
SR,Kerala,3210,125.0,57.4,2015-03-01
NER,Assam,1195,25.0,20.9,2015-03-01
NER,Manipur,130,10.0,2.0,2015-03-01
NER,Meghalaya,304,1.0,4.8,2015-03-01
NER,Mizoram,72,0.0,1.2,2015-03-01
NER,Nagaland,99,1.0,2.0,2015-03-01
NER,Tripura,220,1.0,2.6,2015-03-01
ER,Sikkim,83,0.0,1.3,2015-03-01
NR,Chandigarh,161,0.0,2.9,2015-03-01
SR,Karnataka,7510,300.0,168.3,2015-03-01
SR,Andhra Pradesh,6078,0.0,135.6,2015-03-01
NR,HP,1218,0.0,23.3,2015-03-01
NR,Uttarakhand,1479,0.0,29.3,2015-03-01
NR,UP,9066,495.0,180.3,2015-03-01
WR,Chhattisgarh,3455,96.0,80.2,2015-03-01
NR,Rajasthan,6631,0.0,136.6,2015-03-01
NR,Haryana,5294,0.0,87.9,2015-03-01
NR,Punjab,3700,0.0,61.4,2015-03-01
NER,Tripura,229,1.0,2.9,2015-03-01
NER,Nagaland,103,2.0,2.3,2015-03-01
WR,Gujarat,9925,0.0,223.1,2015-03-01
NER,Mizoram,70,3.0,1.1,2015-03-01
WR,MP,5597,0.0,107.5,2015-03-01
WR,Maharashtra,13103,58.0,274.5,2015-03-01
WR,Goa,374,0.0,6.4,2015-03-01
WR,DD,261,0.0,6.0,2015-03-01
WR,DNH,642,0.0,15.0,2015-03-01
WR,Essar steel,441,0.0,8.9,2015-03-01
SR,Telangana,5980,0.0,125.7,2015-03-01
NR,Delhi,2748,0.0,51.3,2015-03-01
NER,Meghalaya,319,3.0,4.5,2015-03-01
ER,Odisha,3557,0.0,67.7,2015-03-01
NR,Haryana,5233,0.0,85.9,2015-03-01
NR,Punjab,3352,0.0,58.8,2015-03-01
NR,UP,9433,1670.0,178.3,2015-03-01
NR,Uttarakhand,1579,0.0,30.1,2015-03-01
NR,HP,1116,0.0,21.4,2015-03-01
NR,J&K,1781,314.0,25.2,2015-03-01
NR,Chandigarh,182,0.0,3.4,2015-03-01
WR,Chhattisgarh,3187,96.0,60.1,2015-03-01
WR,Gujarat,10808,0.0,228.2,2015-03-01
WR,MP,5979,0.0,116.2,2015-03-01
NR,Rajasthan,7055,0.0,133.9,2015-03-01
WR,Goa,401,0.0,8.2,2015-03-01
WR,DD,277,0.0,6.0,2015-03-01
WR,DNH,669,0.0,15.5,2015-03-01
WR,Maharashtra,14281,94.0,307.3,2015-03-01
SR,Andhra Pradesh,6262,0.0,138.0,2015-03-01
NER,Assam,1148,116.0,23.9,2015-03-01
NER,Manipur,124,1.0,1.7,2015-03-01
NER,Arunachal Pradesh,98,2.0,1.4,2015-03-01
WR,Essar steel,463,0.0,10.3,2015-03-01
ER,Sikkim,93,0.0,1.4,2015-03-01
ER,West Bengal,6381,0.0,136.0,2015-03-01
ER,Jharkhand,1022,0.0,21.9,2015-03-01
NR,Delhi,3059,0.0,54.9,2015-03-01
ER,Bihar,2637,0.0,47.4,2015-03-01
SR,Pondy,310,0.0,6.1,2015-03-01
SR,Tamil Nadu,11907,850.0,268.1,2015-03-01
SR,Kerala,3329,50.0,62.8,2015-03-01
SR,Karnataka,8534,300.0,183.4,2015-03-01
SR,Telangana,5460,0.0,124.8,2015-03-01
ER,DVC,2582,0.0,55.3,2015-03-01
NR,Haryana,6058,0.0,127.6,2016-03-01
NR,Rajasthan,10021,0.0,214.9,2016-03-01
NR,Delhi,3753,0.0,60.7,2016-03-01
NR,Uttarakhand,1744,0.0,34.5,2016-03-01
NR,HP,1368,0.0,24.9,2016-03-01
NR,J&K,2118,530.0,42.8,2016-03-01
NR,Punjab,5340,0.0,110.7,2016-03-01
NR,UP,11990,1020.0,249.2,2016-03-01
ER,West Bengal,7482,14.0,126.6,2016-03-01
NER,Tripura,224,1.0,3.5,2016-03-01
NER,Nagaland,92,2.0,2.0,2016-03-01
NER,Mizoram,79,1.0,1.4,2016-03-01
NER,Meghalaya,307,0.0,5.0,2016-03-01
NER,Manipur,139,1.0,2.4,2016-03-01
NER,Assam,1283,55.0,21.9,2016-03-01
NER,Arunachal Pradesh,105,1.0,2.1,2016-03-01
ER,Sikkim,60,0.0,1.7,2016-03-01
ER,Odisha,4018,0.0,71.5,2016-03-01
ER,Jharkhand,1128,0.0,23.0,2016-03-01
ER,DVC,2660,0.0,59.8,2016-03-01
ER,Bihar,3178,100.0,64.4,2016-03-01
SR,Tamil Nadu,14094,0.0,303.6,2016-03-01
SR,Kerala,3573,0.0,69.3,2016-03-01
SR,Pondy,326,0.0,6.7,2016-03-01
SR,Telangana,6039,0.0,134.5,2016-03-01
NR,Chandigarh,186,0.0,3.4,2016-03-01
WR,Chhattisgarh,3631,0.0,81.3,2016-03-01
SR,Karnataka,9133,400.0,205.8,2016-03-01
WR,MP,8991,0.0,189.8,2016-03-01
WR,Maharashtra,18318,4.0,390.7,2016-03-01
WR,Gujarat,13697,0.0,296.9,2016-03-01
WR,DD,297,0.0,6.6,2016-03-01
WR,DNH,695,0.0,16.3,2016-03-01
WR,Essar steel,475,0.0,9.1,2016-03-01
SR,Andhra Pradesh,6810,0.0,149.9,2016-03-01
WR,Goa,453,0.0,9.3,2016-03-01
SR,Karnataka,9523,0.0,215.5,2017-03-01
ER,Bihar,3565,0.0,57.0,2017-03-01
SR,Kerala,3613,0.0,70.3,2017-03-01
SR,Telangana,8632,0.0,176.8,2017-03-01
SR,Andhra Pradesh,7358,0.0,160.6,2017-03-01
WR,Essar steel,373,0.0,7.2,2017-03-01
SR,Tamil Nadu,13343,0.0,293.4,2017-03-01
SR,Pondy,323,0.0,6.5,2017-03-01
ER,DVC,2834,0.0,63.2,2017-03-01
NER,Assam,1315,71.0,22.5,2017-03-01
ER,Odisha,3826,0.0,76.1,2017-03-01
ER,West Bengal,7128,0.0,124.5,2017-03-01
NER,Tripura,263,0.0,3.3,2017-03-01
ER,Sikkim,95,0.0,1.7,2017-03-01
NER,Arunachal Pradesh,108,0.0,2.1,2017-03-01
WR,DNH,718,0.0,16.3,2017-03-01
NER,Meghalaya,282,0.0,4.6,2017-03-01
NER,Manipur,138,2.0,3.0,2017-03-01
ER,Jharkhand,1126,0.0,23.8,2017-03-01
WR,DD,307,0.0,7.0,2017-03-01
NER,Mizoram,77,0.0,1.4,2017-03-01
WR,Maharashtra,21661,0.0,464.4,2017-03-01
NER,Nagaland,106,4.0,1.7,2017-03-01
WR,Goa,411,0.0,9.3,2017-03-01
NR,Punjab,5625,0.0,114.3,2017-03-01
NR,Haryana,6374,0.0,128.8,2017-03-01
NR,Delhi,3326,0.0,60.7,2017-03-01
NR,UP,13019,0.0,283.4,2017-03-01
NR,Rajasthan,10095,0.0,215.7,2017-03-01
NR,HP,1426,0.0,29.1,2017-03-01
NR,J&K,1947,487.0,42.5,2017-03-01
NR,Chandigarh,192,0.0,3.3,2017-03-01
WR,Chhattisgarh,3603,0.0,84.5,2017-03-01
WR,Gujarat,13397,0.0,300.0,2017-03-01
WR,MP,9863,12.0,199.6,2017-03-01
NR,Uttarakhand,1843,0.0,33.4,2017-03-01
ER,Bihar,4078,0.0,71.8,2018-03-01
SR,Karnataka,10257,0.0,225.9,2018-03-01
SR,Kerala,3714,0.0,75.1,2018-03-01
SR,Tamil Nadu,14534,0.0,315.7,2018-03-01
SR,Pondy,340,0.0,7.2,2018-03-01
ER,DVC,2975,0.0,67.3,2018-03-01
NER,Tripura,229,0.0,3.6,2018-03-01
ER,Odisha,4028,0.0,78.2,2018-03-01
ER,West Bengal,6380,0.0,122.9,2018-03-01
ER,Sikkim,100,0.0,1.6,2018-03-01
NER,Arunachal Pradesh,114,7.0,1.9,2018-03-01
NER,Nagaland,127,1.0,1.9,2018-03-01
SR,Telangana,9780,0.0,210.9,2018-03-01
NER,Mizoram,85,2.0,1.5,2018-03-01
NER,Meghalaya,300,0.0,5.2,2018-03-01
ER,Jharkhand,1144,0.0,24.2,2018-03-01
SR,Andhra Pradesh,8814,0.0,179.3,2018-03-01
WR,Gujarat,14251,0.0,306.3,2018-03-01
WR,DNH,739,0.0,17.3,2018-03-01
NER,Assam,1320,32.0,23.4,2018-03-01
NR,Punjab,5434,0.0,121.3,2018-03-01
NR,Haryana,6399,588.0,123.8,2018-03-01
NR,Rajasthan,9979,1073.0,203.7,2018-03-01
NR,Delhi,3441,0.0,59.6,2018-03-01
NR,UP,14911,0.0,307.7,2018-03-01
NR,Uttarakhand,1867,0.0,33.2,2018-03-01
NR,HP,1420,0.0,25.8,2018-03-01
NR,J&K,1984,548.0,42.7,2018-03-01
NR,Chandigarh,179,0.0,3.0,2018-03-01
WR,Chhattisgarh,3461,0.0,79.3,2018-03-01
WR,MP,9890,0.0,201.0,2018-03-01
WR,Maharashtra,21790,0.0,454.8,2018-03-01
WR,Goa,471,0.0,9.9,2018-03-01
WR,DD,325,0.0,7.3,2018-03-01
WR,Essar steel,478,0.0,9.9,2018-03-01
NER,Manipur,170,3.0,2.2,2018-03-01
NR,Haryana,6080,0.0,123.7,2019-03-01
SR,Karnataka,12476,0.0,251.6,2019-03-01
NER,Nagaland,128,2.0,2.1,2019-03-01
NER,Mizoram,93,1.0,1.8,2019-03-01
NER,Meghalaya,353,0.0,6.7,2019-03-01
NER,Manipur,188,2.0,2.5,2019-03-01
NER,Assam,1402,23.0,22.9,2019-03-01
NER,Arunachal Pradesh,112,3.0,2.1,2019-03-01
ER,Sikkim,100,0.0,1.4,2019-03-01
ER,West Bengal,6416,0.0,115.4,2019-03-01
ER,Odisha,3975,0.0,75.3,2019-03-01
ER,Jharkhand,1000,0.0,21.0,2019-03-01
ER,DVC,3021,0.0,62.5,2019-03-01
ER,Bihar,3969,0.0,69.1,2019-03-01
SR,Pondy,386,0.0,8.1,2019-03-01
SR,Tamil Nadu,15426,0.0,340.9,2019-03-01
SR,Kerala,3749,0.0,77.0,2019-03-01
SR,Telangana,10119,0.0,218.9,2019-03-01
SR,Andhra Pradesh,8678,0.0,192.9,2019-03-01
NR,Delhi,3952,0.0,65.4,2019-03-01
NR,UP,14458,370.0,268.0,2019-03-01
NR,Uttarakhand,2002,0.0,37.0,2019-03-01
NR,HP,1683,0.0,29.5,2019-03-01
NR,J&K,2533,633.0,50.5,2019-03-01
NR,Chandigarh,223,0.0,3.4,2019-03-01
NER,Tripura,205,1.0,3.4,2019-03-01
WR,Chhattisgarh,4092,0.0,92.3,2019-03-01
WR,MP,12008,0.0,222.6,2019-03-01
WR,Maharashtra,19833,0.0,420.9,2019-03-01
WR,Goa,475,0.0,9.7,2019-03-01
WR,DD,315,0.0,7.1,2019-03-01
WR,DNH,750,0.0,17.7,2019-03-01
WR,Essar steel,452,0.0,5.4,2019-03-01
WR,Gujarat,14757,0.0,322.6,2019-03-01
NR,Rajasthan,11428,0.0,231.3,2019-03-01
NR,Punjab,5356,0.0,106.8,2019-03-01
NR,Delhi,3326,0.0,57.9,2020-03-01
SR,Pondy,328,0.0,7.1,2020-03-01
ER,Bihar,3869,0.0,70.8,2020-03-01
ER,DVC,3038,0.0,62.9,2020-03-01
ER,Jharkhand,1257,0.0,23.9,2020-03-01
ER,Odisha,3728,0.0,67.4,2020-03-01
ER,West Bengal,6143,0.0,111.1,2020-03-01
SR,Tamil Nadu,13599,0.0,302.8,2020-03-01
ER,Sikkim,160,0.0,1.3,2020-03-01
NER,Assam,1322,30.0,21.1,2020-03-01
NER,Manipur,185,2.0,2.6,2020-03-01
NER,Meghalaya,315,0.0,5.5,2020-03-01
NER,Mizoram,90,1.0,1.7,2020-03-01
NER,Nagaland,122,1.0,2.1,2020-03-01
NER,Tripura,222,0.0,3.4,2020-03-01
NER,Arunachal Pradesh,113,1.0,2.1,2020-03-01
SR,Kerala,3673,0.0,71.9,2020-03-01
SR,Karnataka,11770,0.0,224.3,2020-03-01
SR,Telangana,12458,0.0,247.7,2020-03-01
NR,Punjab,4915,0.0,97.8,2020-03-01
NR,UP,13061,0.0,215.8,2020-03-01
NR,Uttarakhand,1722,0.0,31.3,2020-03-01
NR,HP,1502,0.0,25.0,2020-03-01
NR,J&K(UT) and Ladakh(UT),2342,586.0,46.3,2020-03-01
NR,Chandigarh,204,0.0,3.4,2020-03-01
WR,Chhattisgarh,3793,0.0,85.1,2020-03-01
WR,Gujarat,15532,0.0,346.4,2020-03-01
WR,MP,11564,0.0,222.4,2020-03-01
WR,Maharashtra,22012,0.0,456.8,2020-03-01
WR,Goa,599,0.0,11.6,2020-03-01
WR,DD,309,0.0,7.0,2020-03-01
WR,DNH,744,0.0,17.0,2020-03-01
WR,Essar steel,713,0.0,5.8,2020-03-01
SR,Andhra Pradesh,9762,0.0,194.0,2020-03-01
NR,Rajasthan,12528,0.0,230.1,2020-03-01
NR,Haryana,5020,0.0,94.5,2020-03-01
NR,Delhi,3404,0.0,62.1,2021-03-01
NER,Nagaland,127,2.0,2.3,2021-03-01
WR,DNH,858,0.0,19.7,2021-03-01
WR,DD,320,0.0,7.0,2021-03-01
WR,Goa,494,0.0,10.2,2021-03-01
WR,Maharashtra,24412,0.0,514.9,2021-03-01
WR,MP,12683,0.0,259.4,2021-03-01
WR,Chhattisgarh,4515,0.0,104.9,2021-03-01
WR,AMNSIL,833,0.0,15.3,2021-03-01
NR,Chandigarh,194,0.0,3.1,2021-03-01
NR,HP,1750,0.0,31.1,2021-03-01
NR,Uttarakhand,1961,0.0,36.1,2021-03-01
NR,UP,16938,0.0,307.8,2021-03-01
NR,Rajasthan,13845,0.0,264.4,2021-03-01
NR,Haryana,6718,0.0,134.7,2021-03-01
NR,Punjab,6687,0.0,131.5,2021-03-01
NR,J&K(UT) & Ladakh(UT),2588,500.0,50.9,2021-03-01
SR,Andhra Pradesh,10660,0.0,205.1,2021-03-01
WR,Gujarat,17857,0.0,371.6,2021-03-01
NER,Mizoram,100,1.0,1.7,2021-03-01
SR,Telangana,13014,0.0,259.4,2021-03-01
NER,Meghalaya,353,0.0,6.2,2021-03-01
NER,Manipur,205,1.0,2.6,2021-03-01
NER,Assam,1463,9.0,24.5,2021-03-01
NER,Arunachal Pradesh,127,2.0,2.3,2021-03-01
ER,Sikkim,85,0.0,1.2,2021-03-01
ER,West Bengal,7333,0.0,152.3,2021-03-01
ER,Odisha,4385,0.0,86.6,2021-03-01
NER,Tripura,265,4.0,4.0,2021-03-01
ER,DVC,3102,0.0,65.2,2021-03-01
ER,Bihar,4751,0.0,85.7,2021-03-01
SR,Puducherry,369,0.0,7.3,2021-03-01
SR,Tamil Nadu,15010,0.0,315.0,2021-03-01
SR,Kerala,3934,0.0,81.7,2021-03-01
SR,Karnataka,12718,0.0,244.6,2021-03-01
ER,Jharkhand,1296,0.0,25.7,2021-03-01
SR,Andhra Pradesh,11058,0.0,208.3,2022-03-01
WR,AMNSIL,755,0.0,16.6,2022-03-01
WR,DNH,821,0.0,19.1,2022-03-01
WR,DD,308,0.0,6.2,2022-03-01
WR,Goa,603,0.0,12.7,2022-03-01
WR,Maharashtra,25585,0.0,545.4,2022-03-01
WR,MP,14257,0.0,285.0,2022-03-01
NR,J&K(UT) & Ladakh(UT),2905,300.0,59.3,2022-03-01
WR,Chhattisgarh,4590,0.0,104.2,2022-03-01
NR,Chandigarh,204,0.0,3.0,2022-03-01
