Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NR,Punjab,6720,0.0,139.4,2022-09-26
NER,Mizoram,82,0.0,1.6,2022-09-26
WR,DNHDDPDCL,1218,0.0,27.7,2022-09-26
WR,Goa,593,0.0,11.5,2022-09-26
WR,Maharashtra,21654,0.0,473.1,2022-09-26
WR,MP,10248,0.0,214.5,2022-09-26
WR,Gujarat,19936,0.0,416.0,2022-09-26
NR,Chandigarh,226,0.0,4.2,2022-09-26
WR,AMNSIL,592,0.0,13.4,2022-09-26
NR,J&K(UT) & Ladakh(UT),2560,0.0,47.4,2022-09-26
NR,Uttarakhand,1561,0.0,33.4,2022-09-26
NR,UP,19872,0.0,374.3,2022-09-26
NR,Delhi,4612,0.0,95.2,2022-09-26
NR,Rajasthan,12219,0.0,261.4,2022-09-26
NR,Haryana,7018,250.0,140.0,2022-09-26
NER,Nagaland,153,0.0,2.7,2022-09-26
NR,HP,1609,0.0,30.5,2022-09-26
SR,Andhra Pradesh,10392,0.0,210.6,2022-09-26
WR,Chhattisgarh,4607,0.0,108.9,2022-09-26
SR,Karnataka,11260,0.0,207.9,2022-09-26
SR,Telangana,13191,0.0,233.3,2022-09-26
NER,Manipur,201,49.0,2.7,2022-09-26
NER,Assam,2131,0.0,38.0,2022-09-26
NER,Arunachal Pradesh,125,0.0,2.2,2022-09-26
ER,Sikkim,108,0.0,1.7,2022-09-26
ER,West Bengal,9068,0.0,188.1,2022-09-26
ER,Odisha,6591,0.0,138.9,2022-09-26
NER,Meghalaya,333,0.0,5.9,2022-09-26
ER,DVC,3393,0.0,72.3,2022-09-26
ER,Bihar,5838,92.0,120.1,2022-09-26
SR,Puducherry,418,0.0,9.3,2022-09-26
SR,Tamil Nadu,15404,0.0,331.4,2022-09-26
SR,Kerala,3820,0.0,78.3,2022-09-26
ER,Jharkhand,1643,94.0,32.1,2022-09-26
WR,DNH,615,0.0,14.3,2013-10-26
WR,DD,269,0.0,6.3,2013-10-26
WR,Goa,414,0.0,8.3,2013-10-26
WR,Maharashtra,16701,515.0,347.7,2013-10-26
WR,MP,7139,0.0,152.6,2013-10-26
WR,Gujarat,11306,40.0,250.8,2013-10-26
WR,Chhattisgarh,2631,9.0,56.1,2013-10-26
NR,HP,1204,0.0,23.0,2013-10-26
NR,J&K,1507,100.0,31.3,2013-10-26
NR,Uttarakhand,1544,75.0,29.1,2013-10-26
NR,UP,9481,1730.0,207.7,2013-10-26
NR,Delhi,3382,0.0,64.7,2013-10-26
NR,Rajasthan,7542,0.0,159.8,2013-10-26
WR,Essar steel,331,0.0,5.9,2013-10-26
NR,Chandigarh,189,0.0,3.5,2013-10-26
SR,Andhra Pradesh,9747,0.0,195.4,2013-10-26
NER,Tripura,165,34.0,3.1,2013-10-26
SR,Kerala,3125,150.0,57.7,2013-10-26
NR,Haryana,5209,0.0,110.8,2013-10-26
NER,Nagaland,94,1.0,1.2,2013-10-26
NER,Mizoram,59,1.0,1.2,2013-10-26
NER,Meghalaya,262,10.0,4.7,2013-10-26
NER,Manipur,107,1.0,1.3,2013-10-26
NER,Assam,1140,74.0,19.4,2013-10-26
SR,Karnataka,6410,300.0,127.5,2013-10-26
NER,Arunachal Pradesh,108,2.0,1.3,2013-10-26
ER,West Bengal,5934,0.0,106.1,2013-10-26
ER,Odisha,3334,0.0,60.1,2013-10-26
ER,Jharkhand,984,0.0,19.9,2013-10-26
ER,DVC,2184,0.0,51.0,2013-10-26
ER,Bihar,2107,100.0,39.3,2013-10-26
SR,Tamil Nadu,10769,688.0,236.4,2013-10-26
ER,Sikkim,93,0.0,1.6,2013-10-26
NR,Punjab,4799,0.0,100.9,2013-10-26
SR,Pondy,297,40.0,6.1,2013-10-26
SR,Karnataka,5916,300.0,112.2,2014-10-26
NR,Punjab,4594,0.0,97.8,2014-10-26
NR,Haryana,6039,0.0,107.2,2014-10-26
NR,Rajasthan,8435,0.0,183.0,2014-10-26
NR,Delhi,3122,0.0,62.5,2014-10-26
NR,UP,9936,1625.0,226.4,2014-10-26
NR,Uttarakhand,1572,0.0,28.4,2014-10-26
NR,HP,1116,0.0,20.7,2014-10-26
NR,J&K,1754,0.0,26.5,2014-10-26
NR,Chandigarh,172,0.0,3.1,2014-10-26
WR,Chhattisgarh,2892,18.0,61.2,2014-10-26
WR,Gujarat,9932,0.0,227.3,2014-10-26
WR,MP,8067,0.0,179.2,2014-10-26
WR,Maharashtra,15320,125.0,337.5,2014-10-26
WR,Goa,350,0.0,6.3,2014-10-26
WR,DD,210,0.0,4.2,2014-10-26
WR,DNH,585,0.0,13.3,2014-10-26
WR,Essar steel,349,0.0,7.2,2014-10-26
SR,Andhra Pradesh,4925,300.0,104.8,2014-10-26
SR,Telangana,5442,200.0,119.9,2014-10-26
NER,Manipur,130,5.0,2.4,2014-10-26
SR,Kerala,2941,0.0,54.1,2014-10-26
SR,Tamil Nadu,9142,819.0,204.2,2014-10-26
SR,Pondy,262,0.0,5.2,2014-10-26
ER,Bihar,2668,200.0,51.5,2014-10-26
ER,DVC,2591,0.0,57.3,2014-10-26
ER,Jharkhand,977,48.0,20.7,2014-10-26
ER,Odisha,3967,150.0,71.1,2014-10-26
ER,West Bengal,6527,13.0,120.0,2014-10-26
ER,Sikkim,83,0.0,1.0,2014-10-26
NER,Meghalaya,271,4.0,4.6,2014-10-26
NER,Mizoram,71,2.0,1.2,2014-10-26
NER,Nagaland,105,1.0,2.0,2014-10-26
NER,Tripura,221,4.0,2.7,2014-10-26
NER,Arunachal Pradesh,108,2.0,1.6,2014-10-26
NER,Assam,1182,69.0,21.9,2014-10-26
NR,HP,1190,0.0,23.2,2015-10-26
NER,Tripura,236,0.0,3.9,2015-10-26
NER,Meghalaya,286,13.0,4.0,2015-10-26
NER,Manipur,141,5.0,2.3,2015-10-26
NER,Assam,1328,82.0,23.1,2015-10-26
NER,Arunachal Pradesh,113,4.0,1.8,2015-10-26
ER,Sikkim,87,0.0,1.5,2015-10-26
ER,West Bengal,6875,0.0,138.0,2015-10-26
ER,Odisha,3680,0.0,67.6,2015-10-26
ER,Jharkhand,1048,0.0,23.5,2015-10-26
ER,DVC,2603,0.0,56.8,2015-10-26
ER,Bihar,3296,0.0,58.9,2015-10-26
SR,Pondy,320,0.0,6.5,2015-10-26
SR,Tamil Nadu,12754,0.0,278.4,2015-10-26
SR,Kerala,3479,0.0,63.3,2015-10-26
NR,UP,10844,1460.0,235.9,2015-10-26
SR,Telangana,6436,0.0,147.5,2015-10-26
SR,Andhra Pradesh,6744,0.0,148.6,2015-10-26
WR,Essar steel,351,0.0,5.1,2015-10-26
WR,DNH,724,0.0,16.7,2015-10-26
WR,DD,304,0.0,6.7,2015-10-26
WR,Goa,420,0.0,8.6,2015-10-26
WR,Maharashtra,20615,530.0,443.7,2015-10-26
WR,MP,9215,0.0,206.5,2015-10-26
WR,Gujarat,14091,0.0,309.9,2015-10-26
WR,Chhattisgarh,3484,96.0,79.8,2015-10-26
NR,Chandigarh,188,0.0,3.5,2015-10-26
NR,J&K,1938,484.0,33.2,2015-10-26
NR,Uttarakhand,1657,0.0,32.4,2015-10-26
SR,Karnataka,7460,1500.0,167.4,2015-10-26
NER,Mizoram,69,5.0,1.1,2015-10-26
NR,Punjab,4420,0.0,87.5,2015-10-26
NR,Haryana,6752,0.0,112.5,2015-10-26
NR,Rajasthan,9429,0.0,203.7,2015-10-26
NR,Delhi,3646,90.0,70.2,2015-10-26
NER,Nagaland,101,7.0,1.7,2015-10-26
SR,Telangana,7674,0.0,158.9,2016-10-26
NR,UP,13508,570.0,272.1,2016-10-26
NR,Delhi,3897,0.0,75.9,2016-10-26
NR,Rajasthan,9166,187.0,200.3,2016-10-26
NR,Haryana,6754,0.0,123.4,2016-10-26
NR,Punjab,5357,0.0,115.5,2016-10-26
ER,DVC,2695,0.0,63.3,2016-10-26
ER,Odisha,3778,0.0,67.1,2016-10-26
ER,West Bengal,7856,0.0,137.6,2016-10-26
ER,Sikkim,96,0.0,1.1,2016-10-26
NER,Arunachal Pradesh,100,7.0,2.1,2016-10-26
NER,Assam,1545,4.0,25.6,2016-10-26
NER,Manipur,115,5.0,2.2,2016-10-26
NER,Meghalaya,262,9.0,5.3,2016-10-26
NER,Mizoram,74,4.0,1.4,2016-10-26
NER,Nagaland,100,4.0,2.0,2016-10-26
ER,Jharkhand,1115,0.0,22.5,2016-10-26
NR,Uttarakhand,1784,0.0,34.2,2016-10-26
NR,J&K,1773,443.0,35.5,2016-10-26
NER,Tripura,252,1.0,4.2,2016-10-26
SR,Andhra Pradesh,7393,0.0,164.0,2016-10-26
WR,Essar steel,332,0.0,6.5,2016-10-26
WR,DNH,770,0.0,17.6,2016-10-26
SR,Karnataka,9061,0.0,208.4,2016-10-26
SR,Kerala,3511,0.0,67.2,2016-10-26
SR,Tamil Nadu,14067,0.0,307.4,2016-10-26
SR,Pondy,334,0.0,7.0,2016-10-26
NR,HP,1330,0.0,24.4,2016-10-26
ER,Bihar,3558,0.0,67.0,2016-10-26
WR,DD,320,0.0,7.7,2016-10-26
WR,Goa,421,0.0,8.6,2016-10-26
WR,Maharashtra,20951,0.0,443.2,2016-10-26
WR,MP,8606,3.0,192.4,2016-10-26
WR,Gujarat,13305,0.0,293.3,2016-10-26
WR,Chhattisgarh,3214,0.0,70.4,2016-10-26
NR,Chandigarh,192,0.0,3.6,2016-10-26
NR,Rajasthan,9873,0.0,199.1,2017-10-26
NR,Delhi,3641,0.0,71.8,2017-10-26
SR,Pondy,349,0.0,7.2,2017-10-26
NR,HP,1393,0.0,24.7,2017-10-26
NR,Haryana,6510,0.0,125.0,2017-10-26
NR,Punjab,5087,0.0,107.0,2017-10-26
NER,Tripura,233,5.0,4.1,2017-10-26
NR,Uttarakhand,1718,0.0,33.9,2017-10-26
NER,Nagaland,119,4.0,2.2,2017-10-26
NER,Mizoram,69,6.0,1.3,2017-10-26
NER,Meghalaya,256,49.0,5.3,2017-10-26
NER,Manipur,145,7.0,2.3,2017-10-26
NER,Assam,1538,49.0,25.0,2017-10-26
NER,Arunachal Pradesh,96,9.0,2.2,2017-10-26
ER,Sikkim,98,0.0,1.3,2017-10-26
ER,West Bengal,7512,0.0,132.5,2017-10-26
ER,Odisha,4263,0.0,84.3,2017-10-26
ER,Jharkhand,1082,0.0,23.7,2017-10-26
ER,DVC,2962,0.0,63.4,2017-10-26
NR,UP,14090,360.0,305.5,2017-10-26
SR,Tamil Nadu,13396,0.0,292.7,2017-10-26
ER,Bihar,4043,0.0,75.1,2017-10-26
WR,Gujarat,14522,0.0,307.9,2017-10-26
WR,Chhattisgarh,3566,0.0,76.8,2017-10-26
NR,Chandigarh,223,0.0,3.5,2017-10-26
NR,J&K,1905,476.0,40.2,2017-10-26
WR,Maharashtra,19568,0.0,417.3,2017-10-26
WR,Goa,428,0.0,8.9,2017-10-26
WR,MP,9998,0.0,221.1,2017-10-26
WR,DNH,752,0.0,17.5,2017-10-26
WR,Essar steel,455,0.0,9.4,2017-10-26
SR,Andhra Pradesh,7540,0.0,164.4,2017-10-26
SR,Telangana,7304,0.0,161.1,2017-10-26
SR,Karnataka,8037,0.0,167.8,2017-10-26
SR,Kerala,3360,0.0,66.6,2017-10-26
WR,DD,320,0.0,7.3,2017-10-26
NR,Punjab,5682,0.0,133.2,2018-10-26
NR,UP,14113,830.0,293.6,2018-10-26
NR,Delhi,3676,0.0,73.2,2018-10-26
NR,Rajasthan,11144,0.0,222.4,2018-10-26
NR,Haryana,6445,0.0,129.4,2018-10-26
ER,West Bengal,7385,0.0,132.7,2018-10-26
NER,Mizoram,86,1.0,1.8,2018-10-26
NER,Arunachal Pradesh,102,1.0,1.9,2018-10-26
NER,Assam,1610,84.0,27.2,2018-10-26
NER,Manipur,157,2.0,2.3,2018-10-26
NER,Meghalaya,306,0.0,5.3,2018-10-26
NER,Nagaland,134,3.0,2.0,2018-10-26
NER,Tripura,249,0.0,3.9,2018-10-26
ER,Sikkim,96,0.0,1.5,2018-10-26
NR,Uttarakhand,1829,0.0,24.4,2018-10-26
WR,Maharashtra,23102,0.0,497.5,2018-10-26
NR,J&K,1952,488.0,40.4,2018-10-26
ER,Odisha,4689,0.0,99.7,2018-10-26
ER,Jharkhand,1138,144.0,22.5,2018-10-26
ER,DVC,2941,0.0,62.0,2018-10-26
ER,Bihar,4259,0.0,76.1,2018-10-26
SR,Pondy,345,0.0,7.2,2018-10-26
SR,Tamil Nadu,14485,0.0,307.7,2018-10-26
SR,Karnataka,10022,0.0,205.2,2018-10-26
SR,Telangana,10577,0.0,219.9,2018-10-26
SR,Andhra Pradesh,8763,0.0,196.4,2018-10-26
WR,Essar steel,389,0.0,7.9,2018-10-26
WR,DNH,705,0.0,16.4,2018-10-26
WR,DD,340,0.0,7.6,2018-10-26
WR,Goa,470,0.0,10.6,2018-10-26
WR,MP,11921,0.0,259.4,2018-10-26
WR,Gujarat,16298,0.0,365.6,2018-10-26
WR,Chhattisgarh,4216,0.0,90.6,2018-10-26
NR,Chandigarh,174,0.0,3.2,2018-10-26
NR,HP,1520,0.0,28.0,2018-10-26
SR,Kerala,3622,120.0,71.4,2018-10-26
NER,Manipur,151,6.0,2.5,2019-10-26
ER,Sikkim,91,0.0,1.0,2019-10-26
NER,Arunachal Pradesh,109,5.0,2.1,2019-10-26
NER,Assam,1351,118.0,20.3,2019-10-26
NER,Meghalaya,342,11.0,5.5,2019-10-26
NER,Mizoram,91,7.0,1.8,2019-10-26
NER,Nagaland,104,5.0,2.1,2019-10-26
NER,Tripura,269,18.0,3.7,2019-10-26
ER,West Bengal,6663,0.0,116.3,2019-10-26
NR,Chandigarh,183,0.0,3.4,2019-10-26
NR,HP,1383,0.0,25.2,2019-10-26
NR,Uttarakhand,1592,0.0,32.7,2019-10-26
NR,UP,15481,0.0,287.8,2019-10-26
NR,Delhi,3410,0.0,69.1,2019-10-26
NR,Rajasthan,10305,0.0,197.0,2019-10-26
NR,Haryana,5945,0.0,124.8,2019-10-26
NR,J&K,2240,560.0,42.6,2019-10-26
NR,Punjab,5523,0.0,117.0,2019-10-26
ER,Odisha,3732,0.0,73.9,2019-10-26
ER,DVC,2924,0.0,59.7,2019-10-26
WR,Chhattisgarh,3357,0.0,73.5,2019-10-26
WR,Gujarat,12617,0.0,279.0,2019-10-26
WR,MP,8269,0.0,170.3,2019-10-26
WR,Maharashtra,16023,0.0,347.4,2019-10-26
WR,Goa,541,0.0,10.5,2019-10-26
WR,DD,300,0.0,6.6,2019-10-26
WR,DNH,747,0.0,17.2,2019-10-26
ER,Jharkhand,1072,0.0,22.9,2019-10-26
WR,Essar steel,394,0.0,6.8,2019-10-26
SR,Telangana,7102,0.0,149.4,2019-10-26
SR,Karnataka,7240,0.0,140.1,2019-10-26
SR,Kerala,3076,0.0,62.4,2019-10-26
SR,Tamil Nadu,11492,0.0,241.5,2019-10-26
SR,Pondy,331,0.0,7.0,2019-10-26
ER,Bihar,4274,0.0,71.1,2019-10-26
SR,Andhra Pradesh,7212,0.0,149.8,2019-10-26
NER,Mizoram,99,1.0,1.5,2020-10-26
NER,Nagaland,130,2.0,2.3,2020-10-26
NER,Arunachal Pradesh,114,1.0,2.1,2020-10-26
NER,Assam,1468,5.0,23.6,2020-10-26
NER,Tripura,269,1.0,4.6,2020-10-26
NER,Meghalaya,317,0.0,5.9,2020-10-26
WR,MP,11813,0.0,247.7,2020-10-26
WR,AMNSIL,781,0.0,17.2,2020-10-26
SR,Tamil Nadu,13418,0.0,285.5,2020-10-26
SR,Kerala,3404,0.0,67.9,2020-10-26
SR,Karnataka,6902,0.0,136.0,2020-10-26
SR,Telangana,6985,0.0,143.8,2020-10-26
SR,Andhra Pradesh,7558,0.0,165.1,2020-10-26
NR,Uttarakhand,1753,0.0,33.8,2020-10-26
SR,Puducherry,366,0.0,7.2,2020-10-26
WR,DNH,773,0.0,16.5,2020-10-26
WR,Goa,527,0.0,9.2,2020-10-26
WR,Maharashtra,18940,0.0,407.3,2020-10-26
NER,Manipur,208,1.0,2.6,2020-10-26
WR,Gujarat,16019,0.0,347.0,2020-10-26
WR,Chhattisgarh,3466,0.0,77.8,2020-10-26
NR,Chandigarh,180,0.0,3.1,2020-10-26
WR,DD,335,0.0,6.4,2020-10-26
NR,J&K(UT) & Ladakh(UT),2258,0.0,44.7,2020-10-26
ER,Bihar,4506,0.0,81.8,2020-10-26
ER,Jharkhand,1368,0.0,24.3,2020-10-26
ER,DVC,2724,0.0,57.9,2020-10-26
NR,Haryana,6295,0.0,130.7,2020-10-26
NR,Rajasthan,12018,0.0,238.1,2020-10-26
NR,Delhi,3570,0.0,70.1,2020-10-26
NR,Punjab,5658,0.0,113.5,2020-10-26
ER,Sikkim,56,0.0,0.7,2020-10-26
ER,West Bengal,6020,0.0,120.3,2020-10-26
ER,Odisha,3898,0.0,85.2,2020-10-26
NR,UP,15691,0.0,290.6,2020-10-26
NR,HP,1503,0.0,28.0,2020-10-26
NER,Tripura,275,0.0,4.6,2021-10-26
NER,Nagaland,127,0.0,2.4,2021-10-26
NER,Mizoram,110,0.0,1.6,2021-10-26
NER,Meghalaya,341,0.0,6.1,2021-10-26
NER,Manipur,194,0.0,2.6,2021-10-26
NER,Assam,1783,0.0,31.0,2021-10-26
ER,Bihar,5003,0.0,92.2,2021-10-26
WR,Gujarat,17151,0.0,382.1,2021-10-26
WR,Chhattisgarh,4005,0.0,88.4,2021-10-26
NR,Chandigarh,174,0.0,3.1,2021-10-26
NR,J&K(UT) & Ladakh(UT),2598,200.0,49.6,2021-10-26
NR,HP,1689,0.0,36.3,2021-10-26
NR,Uttarakhand,1749,0.0,33.8,2021-10-26
NR,UP,15714,0.0,274.7,2021-10-26
NR,Delhi,3482,0.0,68.2,2021-10-26
NR,Rajasthan,11290,0.0,219.6,2021-10-26
NR,Haryana,6222,0.0,127.3,2021-10-26
NR,Punjab,5964,0.0,117.1,2021-10-26
NER,Arunachal Pradesh,139,0.0,2.3,2021-10-26
ER,Sikkim,100,0.0,1.5,2021-10-26
ER,West Bengal,7578,0.0,143.7,2021-10-26
WR,MP,10014,0.0,205.7,2021-10-26
ER,Odisha,5763,0.0,116.5,2021-10-26
ER,Jharkhand,1501,142.0,26.3,2021-10-26
WR,Maharashtra,22773,0.0,492.3,2021-10-26
WR,Goa,619,0.0,13.3,2021-10-26
WR,DD,355,0.0,7.9,2021-10-26
WR,DNH,854,0.0,19.8,2021-10-26
ER,DVC,3174,0.0,67.4,2021-10-26
SR,Andhra Pradesh,9119,0.0,190.2,2021-10-26
SR,Telangana,9455,0.0,192.7,2021-10-26
SR,Karnataka,8814,0.0,180.4,2021-10-26
SR,Kerala,3605,0.0,73.9,2021-10-26
SR,Tamil Nadu,14589,0.0,304.4,2021-10-26
SR,Puducherry,397,0.0,8.3,2021-10-26
WR,AMNSIL,821,0.0,17.9,2021-10-26
NR,J&K(UT) & Ladakh(UT),2555,0.0,51.6,2022-10-26
NR,HP,1392,0.0,25.1,2022-10-26
NR,Uttarakhand,1501,0.0,28.1,2022-10-26
NR,Rajasthan,12208,0.0,232.4,2022-10-26
NR,Delhi,3047,0.0,61.8,2022-10-26
NR,Haryana,5264,0.0,109.0,2022-10-26
NR,Punjab,5544,0.0,115.0,2022-10-26
NR,Chandigarh,181,0.0,3.2,2022-10-26
NR,UP,15238,0.0,284.7,2022-10-26
NER,Tripura,232,0.0,3.4,2022-10-26
WR,Gujarat,12522,0.0,272.5,2022-10-26
WR,MP,10254,0.0,204.5,2022-10-26
NER,Nagaland,121,0.0,2.1,2022-10-26
NER,Mizoram,104,0.0,1.6,2022-10-26
NER,Meghalaya,346,0.0,6.2,2022-10-26
NER,Manipur,192,0.0,2.3,2022-10-26
NER,Assam,1564,0.0,25.8,2022-10-26
NER,Arunachal Pradesh,127,0.0,2.2,2022-10-26
ER,Sikkim,72,0.0,1.1,2022-10-26
ER,West Bengal,7885,0.0,146.5,2022-10-26
ER,Odisha,6259,0.0,134.7,2022-10-26
ER,Jharkhand,1526,0.0,28.8,2022-10-26
ER,DVC,3216,0.0,68.2,2022-10-26
ER,Bihar,5158,543.0,95.6,2022-10-26
SR,Puducherry,378,0.0,8.2,2022-10-26
SR,Tamil Nadu,13888,0.0,275.7,2022-10-26
SR,Kerala,3901,0.0,76.9,2022-10-26
SR,Karnataka,8651,0.0,164.2,2022-10-26
SR,Telangana,9633,0.0,179.7,2022-10-26
SR,Andhra Pradesh,9734,0.0,189.8,2022-10-26
WR,AMNSIL,717,0.0,15.2,2022-10-26
WR,Goa,613,0.0,10.7,2022-10-26
WR,Maharashtra,17646,0.0,382.2,2022-10-26
WR,Chhattisgarh,3844,0.0,87.1,2022-10-26
WR,DNHDDPDCL,876,0.0,18.6,2022-10-26
NR,Punjab,4608,138.0,89.3,2013-11-26
NER,Nagaland,86,4.0,1.4,2013-11-26
NER,Mizoram,61,2.0,1.2,2013-11-26
NER,Meghalaya,289,13.0,4.7,2013-11-26
NER,Manipur,98,5.0,1.4,2013-11-26
NER,Assam,1065,79.0,18.7,2013-11-26
NER,Arunachal Pradesh,104,6.0,1.2,2013-11-26
ER,Sikkim,97,0.0,1.3,2013-11-26
ER,West Bengal,6109,0.0,99.8,2013-11-26
ER,Odisha,3418,0.0,64.8,2013-11-26
ER,Jharkhand,994,0.0,21.4,2013-11-26
ER,DVC,2514,0.0,56.9,2013-11-26
ER,Bihar,2138,200.0,37.4,2013-11-26
SR,Pondy,304,0.0,5.9,2013-11-26
SR,Tamil Nadu,9165,2519.0,208.7,2013-11-26
SR,Kerala,3062,450.0,57.5,2013-11-26
SR,Karnataka,8101,300.0,166.3,2013-11-26
SR,Andhra Pradesh,10395,0.0,229.0,2013-11-26
NR,Chandigarh,180,0.0,3.3,2013-11-26
NR,Haryana,5072,368.0,100.6,2013-11-26
NR,Rajasthan,8536,0.0,176.7,2013-11-26
NR,Delhi,3104,0.0,57.2,2013-11-26
NR,UP,9522,1880.0,202.9,2013-11-26
NR,Uttarakhand,1591,80.0,29.1,2013-11-26
NR,HP,1287,0.0,23.6,2013-11-26
NR,J&K,1815,100.0,37.0,2013-11-26
NER,Tripura,178,20.0,3.4,2013-11-26
WR,Chhattisgarh,2693,10.0,55.2,2013-11-26
WR,Gujarat,11480,0.0,253.0,2013-11-26
WR,MP,9698,8.0,194.8,2013-11-26
WR,Maharashtra,17501,746.0,370.4,2013-11-26
WR,Goa,373,0.0,8.1,2013-11-26
WR,DD,244,0.0,5.8,2013-11-26
WR,DNH,632,1.0,14.8,2013-11-26
WR,Essar steel,376,0.0,8.3,2013-11-26
NER,Tripura,200,0.0,2.7,2014-11-26
NR,Punjab,5482,0.0,105.8,2014-11-26
NER,Mizoram,76,2.0,1.2,2014-11-26
NER,Nagaland,109,1.0,2.2,2014-11-26
WR,Goa,409,0.0,7.6,2014-11-26
WR,Maharashtra,18586,115.0,393.1,2014-11-26
WR,MP,9650,0.0,205.3,2014-11-26
WR,Gujarat,12366,0.0,278.9,2014-11-26
WR,Chhattisgarh,2998,18.0,62.3,2014-11-26
WR,DNH,657,0.0,14.1,2014-11-26
NR,Chandigarh,189,0.0,3.4,2014-11-26
NR,HP,1349,0.0,24.8,2014-11-26
NR,Uttarakhand,1748,80.0,32.5,2014-11-26
NR,UP,10176,3390.0,219.5,2014-11-26
NR,Delhi,3156,0.0,58.6,2014-11-26
NR,Rajasthan,9806,0.0,207.7,2014-11-26
NR,Haryana,6191,0.0,113.8,2014-11-26
NR,J&K,1955,0.0,41.0,2014-11-26
WR,Essar steel,401,0.0,8.3,2014-11-26
WR,DD,253,0.0,5.8,2014-11-26
SR,Telangana,5753,0.0,121.1,2014-11-26
NER,Meghalaya,309,3.0,5.0,2014-11-26
NER,Manipur,134,1.0,2.3,2014-11-26
NER,Assam,1189,77.0,21.3,2014-11-26
NER,Arunachal Pradesh,116,2.0,1.9,2014-11-26
ER,Sikkim,97,0.0,1.6,2014-11-26
SR,Andhra Pradesh,5969,0.0,131.3,2014-11-26
ER,Odisha,3523,0.0,61.4,2014-11-26
ER,West Bengal,6270,0.0,101.5,2014-11-26
ER,DVC,2345,0.0,56.3,2014-11-26
ER,Bihar,2488,350.0,48.7,2014-11-26
SR,Pondy,305,0.0,5.9,2014-11-26
SR,Tamil Nadu,10756,1932.0,237.9,2014-11-26
SR,Kerala,3251,125.0,59.2,2014-11-26
SR,Karnataka,7955,900.0,168.9,2014-11-26
ER,Jharkhand,1035,0.0,20.4,2014-11-26
NR,UP,9889,1200.0,224.8,2015-11-26
NR,Punjab,4608,0.0,87.6,2015-11-26
NR,Haryana,6032,0.0,108.0,2015-11-26
NR,Rajasthan,10090,0.0,203.4,2015-11-26
NR,Delhi,3176,0.0,58.5,2015-11-26
NR,Uttarakhand,1692,0.0,33.3,2015-11-26
WR,Maharashtra,18198,19.0,391.0,2015-11-26
NR,J&K,1928,482.0,41.3,2015-11-26
NR,HP,1312,0.0,24.1,2015-11-26
WR,Goa,379,0.0,8.3,2015-11-26
WR,DD,295,0.0,6.5,2015-11-26
WR,DNH,671,0.0,15.6,2015-11-26
WR,Essar steel,486,0.0,7.1,2015-11-26
SR,Andhra Pradesh,5560,0.0,116.6,2015-11-26
SR,Telangana,5798,0.0,126.1,2015-11-26
SR,Karnataka,7272,800.0,157.8,2015-11-26
SR,Kerala,3455,0.0,63.4,2015-11-26
SR,Tamil Nadu,11714,0.0,228.7,2015-11-26
SR,Pondy,269,0.0,5.6,2015-11-26
ER,Bihar,3114,0.0,62.3,2015-11-26
ER,Jharkhand,1014,0.0,23.1,2015-11-26
ER,DVC,2495,0.0,56.5,2015-11-26
ER,West Bengal,6683,0.0,120.0,2015-11-26
NR,Chandigarh,180,0.0,3.3,2015-11-26
WR,Chhattisgarh,3185,96.0,67.2,2015-11-26
WR,Gujarat,12819,0.0,277.8,2015-11-26
WR,MP,10228,0.0,220.3,2015-11-26
ER,Odisha,3791,0.0,65.4,2015-11-26
NER,Nagaland,108,2.0,2.0,2015-11-26
NER,Tripura,209,1.0,2.9,2015-11-26
NER,Meghalaya,369,1.0,5.7,2015-11-26
NER,Manipur,149,1.0,2.2,2015-11-26
NER,Assam,1300,8.0,21.6,2015-11-26
NER,Arunachal Pradesh,108,2.0,2.0,2015-11-26
ER,Sikkim,98,0.0,1.6,2015-11-26
NER,Mizoram,81,1.0,1.3,2015-11-26
NER,Manipur,132,2.0,2.2,2016-11-26
NER,Nagaland,103,4.0,1.7,2016-11-26
NER,Mizoram,86,1.0,1.4,2016-11-26
NER,Meghalaya,266,0.0,4.6,2016-11-26
NER,Assam,1333,18.0,22.5,2016-11-26
NER,Tripura,207,1.0,3.3,2016-11-26
ER,Sikkim,89,0.0,1.5,2016-11-26
NR,Punjab,5115,0.0,95.9,2016-11-26
NR,Haryana,5572,0.0,105.0,2016-11-26
NR,Rajasthan,10070,0.0,199.1,2016-11-26
NR,Delhi,2928,0.0,54.0,2016-11-26
NR,UP,11942,30.0,251.7,2016-11-26
NR,Uttarakhand,1750,0.0,31.1,2016-11-26
NER,Arunachal Pradesh,123,2.0,2.0,2016-11-26
NR,J&K,1752,438.0,36.8,2016-11-26
NR,Chandigarh,172,0.0,3.1,2016-11-26
WR,Chhattisgarh,2854,0.0,62.2,2016-11-26
WR,Gujarat,12802,0.0,273.6,2016-11-26
WR,MP,10807,0.0,217.7,2016-11-26
WR,Maharashtra,19489,0.0,416.8,2016-11-26
WR,Goa,408,0.0,8.5,2016-11-26
NR,HP,1355,0.0,24.6,2016-11-26
WR,DNH,670,0.0,15.0,2016-11-26
WR,DD,275,0.0,6.3,2016-11-26
ER,West Bengal,6438,0.0,100.5,2016-11-26
ER,Odisha,3678,0.0,67.1,2016-11-26
ER,Jharkhand,1020,0.0,23.1,2016-11-26
